"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4"
2080131258,"09","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,927,0,"user4",NA,"user4","user4"
2080131256,"09","کارگر ساختماني",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,731,0,"user4",NA,"user4","user4"
2080119003,"09","مغازه ساندويچ فروشي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,727,0,"user4",NA,"user4","user4"
2080119018,"09","زراعتکار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,991,0,"user4",NA,"user4","user4"
2080119015,"09","کارگر ساختماني",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,838,0,"user4",NA,"user4","user4"
2080119011,"09","زراعتکار",1,2,NA,6,NA,1,NA,NA,NA,"000067","010",4,692,0,"user4",NA,"user4","user4"
2080007196,"08","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,790,0,"user4",NA,"user4","user4"
2080159122,"10","کارگر باغداري",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,496,0,"user4",NA,"user4","user4"
2080007192,"08","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,808,0,"user4",NA,"user4","user4"
2080007199,"08","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,928,0,"user4",NA,"user4","user4"
2080007202,"08","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,910,1,"user4",NA,"user4","user4"
2080007205,"08","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,949,0,"user4",NA,"user4","user4"
2080035190,"09","داراي درآمد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,552,1,"user4",NA,"user4","user4"
2080035196,"09","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,796,1,"user4",NA,"user4","user4"
2080035194,"09","باغداري(خرما)",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,819,0,"user4",NA,"user4","user4"
