"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDesc","Jaygozin","JaygozinDesc1","JaygozinDesc2","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4"
1190122002,"05","خواروبار فروش",1,1,NA,1,1,NA,"000001","001",5,857,0,"Admin",NA,"Admin",NA
1190122013,"05","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,1042,0,"Admin",NA,"Admin",NA
1190122010,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000003","011",4,762,0,"Admin",NA,"Admin",NA
1190122004,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000002","005",4,838,0,"Admin",NA,"Admin",NA
1190122009,"05","از کار افتاده",1,1,NA,2,NA,NA,NA,NA,4,920,0,"Admin",NA,"Admin",NA
1190018053,"06","حسابدار",1,1,NA,1,1,NA,"000002","052",4,1052,0,"Admin",NA,"Admin",NA
1190018066,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,968,0,"Admin",NA,"Admin",NA
1190018063,"06","حسابدار",1,1,NA,2,NA,NA,NA,NA,5,1116,0,"Admin",NA,"Admin",NA
1190018059,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,4,1063,0,"Admin",NA,"Admin",NA
1190018057,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,4,1110,0,"Admin",NA,"Admin",NA
1190078013,"06","داراي درامد بدون کار",1,1,NA,1,1,NA,"000001","015",5,1005,0,"Admin",NA,"Admin",NA
1190078010,"06","راننده",1,1,NA,1,1,NA,"000001","012",5,579,0,"Admin",NA,"Admin",NA
1190078009,"06","تعمير کار لوازم برقي",1,1,NA,2,NA,NA,NA,NA,5,983,0,"Admin",NA,"Admin",NA
1190078002,"06","بنگاه املاک",1,1,NA,1,1,NA,"000001","001",5,1405,0,"Admin",NA,"Admin",NA
1190078006,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,777,0,"Admin",NA,"Admin",NA
1190074171,"05","قسمت ترخيص کالا",1,1,NA,2,NA,NA,NA,NA,5,874,0,"Admin",NA,"Admin",NA
1190074163,"05",NA,NA,2,"1",2,NA,NA,NA,NA,5,0,0,"Admin",NA,"Admin",NA
1190074158,"05",NA,NA,2,"1",2,NA,NA,NA,NA,5,1,0,"Admin",NA,NA,NA
1190074166,"05","بازارياب",1,1,NA,1,1,NA,"000013","167",5,644,0,"Admin",NA,"Admin",NA
1190074162,"05","حسابدار",1,1,NA,2,NA,NA,NA,NA,5,793,0,"Admin",NA,"Admin",NA
1190002015,"05","زراعتکار",1,1,NA,2,NA,NA,NA,NA,5,976,0,"Admin",NA,"Admin",NA
1190002012,"05","راننده تاکسي",1,1,NA,1,1,NA,"000001","010",5,985,0,"Admin",NA,"Admin",NA
1190002007,"05","راننده",1,1,NA,2,NA,NA,NA,NA,5,855,0,"Admin",NA,"Admin",NA
1190002005,"05","ابدارچي",1,1,NA,2,NA,NA,NA,NA,5,920,0,"Admin",NA,"Admin",NA
1190002003,"05","داراي درامدبدون کار",1,1,NA,2,NA,NA,NA,NA,5,913,0,"Admin",NA,"Admin",NA
1190022004,"07","خانه دار",1,1,NA,2,NA,NA,NA,NA,5,569,0,"Admin",NA,"Admin",NA
1190022009,"07","زراعتکار",1,1,NA,2,NA,NA,NA,NA,5,1190,0,"Admin",NA,"Admin",NA
1190022002,"07","از کار افتاده",1,1,NA,2,NA,NA,NA,NA,4,508,0,"Admin",NA,"Admin",NA
1190022012,"07","نمايندگي بيمه",1,1,NA,2,NA,NA,NA,NA,4,1040,0,"Admin",NA,"Admin",NA
1190022013,"06","راننده",1,1,NA,2,NA,NA,NA,NA,4,1060,0,"Admin",NA,"Admin",NA
